luchador_id,estilo_id
/fighter/Eric-Kelly-49999,3
/fighter/Eric-Kelly-49999,5
/fighter/Eric-Kelly-49999,8
/fighter/Nathan-Jones-104581,4
/fighter/LC-Davis-15208,3
/fighter/LC-Davis-15208,7
/fighter/Nathan-Jessimer-155461,6
/fighter/Nathan-Jessimer-155461,4
/fighter/Nathan-Jessimer-155461,1
/fighter/Demi-Deeds-4314,6
/fighter/Andre-Pederneiras-227,6
/fighter/Bryan-Barberena-51471,8
/fighter/Mitch-Gagnon-37404,8
/fighter/Mitch-Gagnon-37404,7
/fighter/Mitch-Gagnon-37404,2
/fighter/Peter-Aspenwal-28799,7
/fighter/Peter-Aspenwal-28799,1
/fighter/Yusup-Saadulaev-46381,8
/fighter/Yusup-Saadulaev-46381,1
/fighter/Yusup-Saadulaev-46381,4
/fighter/Rolles-Gracie-24217,7
/fighter/Rolles-Gracie-24217,2
/fighter/Christian-Medina-282373,6
/fighter/Christian-Medina-282373,8
/fighter/Ashley-Cummins-65896,6
/fighter/Ashley-Cummins-65896,5
/fighter/Ashley-Cummins-65896,3
/fighter/Keenan-Raymond-53469,3
/fighter/Tim-Kennedy-2830,5
/fighter/Tim-Kennedy-2830,6
/fighter/Tim-Kennedy-2830,1
/fighter/John-Marsh-9,4
/fighter/John-Marsh-9,2
/fighter/John-Marsh-9,3
/fighter/Roger-Hollett-15907,3
/fighter/Roger-Hollett-15907,6
/fighter/Joe-Charles-46,4
/fighter/Tom-Blackledge-3953,5
/fighter/Mehdi-Baghdad-41993,7
/fighter/Mehdi-Baghdad-41993,3
/fighter/Chris-Lozano-39539,2
/fighter/Chris-Lozano-39539,3
/fighter/Chris-Lozano-39539,8
/fighter/Nicholas-Gonzalez-47958,6
/fighter/Steve-Bruno-4367,8
/fighter/Ben-Crowder-17018,1
/fighter/Ben-Crowder-17018,5
/fighter/Ben-Crowder-17018,2
/fighter/Volkan-Oezdemir-58503,4
/fighter/Syuri-Kondo-216929,1
/fighter/Syuri-Kondo-216929,4
/fighter/Tim-Credeur-1804,8
/fighter/Marcos-Vinicius-Borges-51728,5
/fighter/Alan-Belcher-10967,7
/fighter/Alan-Belcher-10967,5
/fighter/Alan-Belcher-10967,1
/fighter/Michal-Oleksiejczuk-156397,4
/fighter/Michal-Oleksiejczuk-156397,8
/fighter/Pascal-Jaskiewiez-375180,4
/fighter/Pascal-Jaskiewiez-375180,1
/fighter/Pascal-Jaskiewiez-375180,6
/fighter/Matt-Aragoni-233085,8
/fighter/Matt-Aragoni-233085,3
/fighter/Josh-Rafferty-2682,5
/fighter/Josh-Rafferty-2682,1
/fighter/Ryan-Spann-68057,8
/fighter/Ryan-Spann-68057,6
/fighter/Ryan-Spann-68057,7
/fighter/Leah-Letson-150829,2
/fighter/Leah-Letson-150829,6
/fighter/Leah-Letson-150829,8
/fighter/Terrell-Hobbs-59409,8
/fighter/Jingliang-Li-26381,1
/fighter/Zechariah-Lange-61719,1
/fighter/Abdulbasir-Vagabov-190827,7
/fighter/Abdulbasir-Vagabov-190827,8
/fighter/Adam-Piccolotti-149717,5
/fighter/Adam-Piccolotti-149717,1
/fighter/Adam-Piccolotti-149717,8
/fighter/Dennis-Buzukja-286225,7
/fighter/Ricky-Musgrave-61673,1
/fighter/Ricky-Musgrave-61673,7
/fighter/Ricky-Musgrave-61673,2
/fighter/Tim-Sylvia-1061,1
/fighter/Mike-Schatz-15592,1
/fighter/Mike-Schatz-15592,2
/fighter/Mike-Schatz-15592,3
/fighter/Yosuke-Saruta-28145,6
/fighter/Jahreau-Shepherd-269989,5
/fighter/Nate-Diaz-11451,3
/fighter/Nate-Diaz-11451,4
/fighter/Nate-Diaz-11451,8
/fighter/Bruno-Santos-48052,6
/fighter/Jay-Cucciniello-61607,4
/fighter/Jay-Cucciniello-61607,6
/fighter/Dennis-Siver-9817,6
/fighter/Terry-Britton-149361,7
/fighter/Terry-Britton-149361,4
/fighter/Frankie-Perez-79784,3
/fighter/Tonya-Evinger-18248,3
/fighter/Tonya-Evinger-18248,4
/fighter/Tonya-Evinger-18248,5
/fighter/Weber-Almeida-203557,2
/fighter/Weber-Almeida-203557,6
/fighter/Weber-Almeida-203557,8
/fighter/Keith-Schneider-3424,2
/fighter/Keith-Schneider-3424,1
/fighter/Eric-Ellington-254675,3
/fighter/Roberto-Vargas-32709,8
/fighter/Roberto-Vargas-32709,3
/fighter/HeMan-Ali-Gipson-109,5
/fighter/HeMan-Ali-Gipson-109,8
/fighter/HeMan-Ali-Gipson-109,7
/fighter/Cesar-Avila-53569,3
/fighter/Aya-Saied-Saber-117541,6
/fighter/Alex-Schild-169255,6
/fighter/Alex-Schild-169255,8
/fighter/Alex-Schild-169255,3
/fighter/Ryan-Hardy-Evans-292505,3
/fighter/Ryan-Hardy-Evans-292505,2
/fighter/Jessie-Riggleman-39777,1
/fighter/Jeremiah-Labiano-88465,1
/fighter/Nick-Dupees-41890,3
/fighter/Vanessa-Melo-120777,5
/fighter/Nazareno-Malegarie-33115,4
/fighter/Jim-Mullen-155,6
/fighter/Jim-Mullen-155,2
/fighter/Jim-Mullen-155,4
/fighter/Ryan-Walker-75769,2
/fighter/Ryan-Walker-75769,6
/fighter/Zubaira-Tukhugov-63813,3
/fighter/Zubaira-Tukhugov-63813,2
/fighter/Zubaira-Tukhugov-63813,7
/fighter/Darrell-Horcher-47899,1
/fighter/Darrell-Horcher-47899,7
/fighter/Nick-Cottone-12851,7
/fighter/Nick-Cottone-12851,2
/fighter/Nick-Cottone-12851,5
/fighter/Oscar-Vera-329761,3
/fighter/Jose-Antonio-Perez-265481,3
/fighter/Rodian-Menchavez-214827,1
/fighter/Rodian-Menchavez-214827,6
/fighter/Rodian-Menchavez-214827,2
/fighter/Tim-McKenzie-3089,6
/fighter/Tim-McKenzie-3089,4
/fighter/Tim-McKenzie-3089,1
/fighter/John-Matua-111,4
/fighter/John-Matua-111,5
/fighter/John-Matua-111,3
/fighter/Razak-AlHassan-23326,6
/fighter/Bronson-St-Romaine-240623,1
/fighter/Bronson-St-Romaine-240623,5
/fighter/Rick-Story-25989,4
/fighter/Genki-Sudo-1227,3
/fighter/Juancamilo-Ronderos-227427,4
/fighter/Juancamilo-Ronderos-227427,8
/fighter/Juancamilo-Ronderos-227427,1
/fighter/Zach-Zane-180829,5
/fighter/Liron-Wilson-23806,7
/fighter/Liron-Wilson-23806,6
/fighter/Liron-Wilson-23806,8
/fighter/Lucas-Brennan-271789,5
/fighter/Lucas-Brennan-271789,6
/fighter/Lucas-Brennan-271789,1
/fighter/Johnny-Munoz-Jr-195507,6
/fighter/Rose-Namajunas-69083,5
/fighter/Rose-Namajunas-69083,7
/fighter/Ramiz-Brahimaj-178855,1
/fighter/Ramiz-Brahimaj-178855,6
/fighter/Denis-Palancica-246663,1
/fighter/Saw-Hla-Doe-201679,7
/fighter/Saw-Hla-Doe-201679,2
/fighter/Brandon-Moreno-80173,2
/fighter/Brandon-Moreno-80173,3
/fighter/Brandon-Moreno-80173,6
/fighter/John-Vaughan-274211,4
/fighter/John-Vaughan-274211,6
/fighter/John-Vaughan-274211,3
/fighter/Kyal-Sin-Htoo-201695,8
/fighter/Kyal-Sin-Htoo-201695,7
/fighter/Kyal-Sin-Htoo-201695,6
/fighter/Kay-Hansen-270021,4
/fighter/Watsyapinya-Kaewkhong-374738,1
/fighter/Watsyapinya-Kaewkhong-374738,2
/fighter/Watsyapinya-Kaewkhong-374738,8
/fighter/Agus-Nanang-90657,2
/fighter/Agus-Nanang-90657,4
/fighter/Agus-Nanang-90657,6
/fighter/Robbie-Lawler-2245,3
/fighter/Robbie-Lawler-2245,4
/fighter/Robbie-Lawler-2245,1
/fighter/Zheng-Lu-320003,5
/fighter/Zheng-Lu-320003,2
/fighter/Edwin-Aguilar-4635,4
/fighter/Brian-Ortega-65310,7
/fighter/Brian-Ortega-65310,5
/fighter/Luozhou-Jiangcuo-241329,5
/fighter/Luozhou-Jiangcuo-241329,4
/fighter/Anthony-Figueroa-II-301561,1
/fighter/Anthony-Figueroa-II-301561,8
/fighter/Rodney-Wallace-33343,7
/fighter/Rodney-Wallace-33343,8
/fighter/Julius-Anglickas-217105,6
/fighter/Jared-Rollins-5781,8
/fighter/Jordan-Williams-70941,5
/fighter/Zelang-Zhaxi-228281,3
/fighter/Chris-Tuchscherer-10669,7
/fighter/Mike-Swick-5199,8
/fighter/Mike-Swick-5199,6
/fighter/Mike-Swick-5199,7
/fighter/Rashad-Coulter-81719,6
/fighter/Rory-Singer-3525,4
/fighter/Rory-Singer-3525,2
/fighter/Jay-Perrin-99689,6
/fighter/Sit-Mhan-267019,4
/fighter/Sit-Mhan-267019,6
/fighter/Sit-Mhan-267019,1
/fighter/Norma-Dumont-233587,1
/fighter/Norma-Dumont-233587,5
/fighter/Brandon-Lowe-209031,8
/fighter/Trey-Houston-52314,3
/fighter/Trey-Houston-52314,6
/fighter/RMandel-Cameron-137953,5
/fighter/Eugenio-Tadeu-187,4
/fighter/Eugenio-Tadeu-187,5
/fighter/Montserrat-Ruiz-175799,6
/fighter/Montserrat-Ruiz-175799,7
/fighter/Fabio-Maldonado-16426,8
/fighter/Mitchell-Chamale-62605,1
/fighter/Mitchell-Chamale-62605,3
/fighter/Vitor-Miranda-13004,5
/fighter/Vitor-Miranda-13004,3
/fighter/Vitor-Miranda-13004,8
/fighter/Adrian-Hadribeaj-119963,1
/fighter/Adrian-Hadribeaj-119963,4
/fighter/Adrian-Hadribeaj-119963,3
/fighter/Renato-Carneiro-61700,7
/fighter/JC-Llamas-81932,5
/fighter/Jessy-Miele-53266,3
/fighter/Jessy-Miele-53266,4
/fighter/Brianata-Rosadhi-126095,1
/fighter/Brianata-Rosadhi-126095,8
/fighter/Brianata-Rosadhi-126095,6
/fighter/Erick-Sanchez-96765,3
/fighter/Israel-Adesanya-56374,3
/fighter/Israel-Adesanya-56374,4
/fighter/Mackenzie-Dern-137171,6
/fighter/Mackenzie-Dern-137171,7
/fighter/Mackenzie-Dern-137171,8
/fighter/Viet-Anh-Do-242381,3
/fighter/Viet-Anh-Do-242381,6
/fighter/Detchadin-Srosirisuphathin-148583,5
/fighter/Detchadin-Srosirisuphathin-148583,7
/fighter/Detchadin-Srosirisuphathin-148583,4
/fighter/Marcelo-Mello-219,3
/fighter/Marcelo-Mello-219,1
/fighter/Raymond-Tiew-92007,3
/fighter/Raymond-Tiew-92007,5
/fighter/Raymond-Tiew-92007,4
/fighter/Sebastian-Ruiz-271885,4
/fighter/Sebastian-Ruiz-271885,8
/fighter/Gaston-Reyno-145565,3
/fighter/Gaston-Reyno-145565,5
/fighter/Maycee-Barber-253613,1
/fighter/Roman-Bogatov-241395,7
/fighter/Andreas-Satyawan-311999,7
/fighter/Andreas-Satyawan-311999,8
/fighter/Danny-van-Bergen-11477,3
/fighter/Danny-van-Bergen-11477,8
/fighter/Zhao-Huang-Lu-291013,1
/fighter/Amir-Aliakbari-199121,8
/fighter/Amir-Aliakbari-199121,7
/fighter/Joey-Kirwan-39433,5
/fighter/Joey-Kirwan-39433,3
/fighter/Joey-Kirwan-39433,1
/fighter/Yoshihiro-Akiyama-11895,3
/fighter/Yoshihiro-Akiyama-11895,7
/fighter/Kai-Kara-France-73692,2
/fighter/Irene-Aldana-148377,7
/fighter/Irene-Aldana-148377,4
/fighter/Yannick-Bahati-72962,7
/fighter/Yannick-Bahati-72962,3
/fighter/Yannick-Bahati-72962,4
/fighter/Gadzhi-Rabadanov-149247,5
/fighter/Gadzhi-Rabadanov-149247,8
/fighter/Gadzhi-Rabadanov-149247,6
/fighter/Joe-Doerksen-390,6
/fighter/Joe-Doerksen-390,2
/fighter/Joe-Doerksen-390,1
/fighter/Teagan-Dooley-211675,4
/fighter/Teagan-Dooley-211675,7
/fighter/Joseph-Supino-282901,2
/fighter/Joseph-Supino-282901,5
/fighter/Joseph-Supino-282901,4
/fighter/Eduardo-Dantas-21767,2
/fighter/William-Sriyapai-66,7
/fighter/William-Sriyapai-66,4
/fighter/William-Sriyapai-66,6
/fighter/Travis-Reddinger-15706,4
/fighter/Ilara-Joanne-141949,2
/fighter/Ilara-Joanne-141949,3
/fighter/Jesse-Juarez-22291,6
/fighter/Jesse-Juarez-22291,7
/fighter/Jesse-Juarez-22291,8
/fighter/Enson-Inoue-12,2
/fighter/Fransino-Tirta-26387,7
/fighter/Fransino-Tirta-26387,2
/fighter/Jason-Brilz-1927,6
/fighter/Jessica-Borga-234159,5
/fighter/Nick-Osipczak-30033,8
/fighter/Nick-Osipczak-30033,7
/fighter/Mike-Corey-12567,4
/fighter/Andre-Fili-58385,6
/fighter/Kyle-Bolt-58190,2
/fighter/Kyle-Bolt-58190,7
/fighter/Kyle-Bolt-58190,6
/fighter/Philip-Rowe-121067,2
/fighter/Philip-Rowe-121067,5
/fighter/Philip-Rowe-121067,7
/fighter/Bill-Algeo-77441,2
/fighter/Bill-Algeo-77441,7
/fighter/Vy-Srey-Chai-175867,8
/fighter/Justin-Burlinson-160189,5
/fighter/Justin-Burlinson-160189,7
/fighter/Justin-Burlinson-160189,4
/fighter/Monika-Chochlikova-375540,2
/fighter/Abraham-Vaesau-110637,1
/fighter/Abraham-Vaesau-110637,5
/fighter/Abraham-Vaesau-110637,4
/fighter/JC-Cottrell-43874,4
/fighter/JC-Cottrell-43874,1
/fighter/Sami-Amin-134367,1
/fighter/Sami-Amin-134367,6
/fighter/Sami-Amin-134367,5
/fighter/Cameron-Else-66351,3
/fighter/Cameron-Else-66351,6
/fighter/Brenton-Taylor-48482,1
/fighter/Brenton-Taylor-48482,4
/fighter/Brenton-Taylor-48482,7
/fighter/Paul-Rodriguez-1332,6
/fighter/Paul-Rodriguez-1332,4
/fighter/Paul-Rodriguez-1332,8
/fighter/Sergio-de-Bari-94687,6
/fighter/Sergio-de-Bari-94687,3
/fighter/Todd-Duffee-22903,7
/fighter/Todd-Duffee-22903,8
/fighter/Travis-Crain-321023,1
/fighter/Travis-Crain-321023,4
/fighter/Travis-Crain-321023,7
/fighter/Robin-Catalan-212057,1
/fighter/Clint-Hester-43866,5
/fighter/Anthony-Castrejon-232311,3
/fighter/James-Chapman-223567,7
/fighter/James-Chapman-223567,5
/fighter/James-Chapman-223567,2
/fighter/Tilek-Batyrov-168797,2
/fighter/Omar-Johnson-123407,1
/fighter/Omar-Johnson-123407,4
/fighter/Joe-Gigliotti-160679,2
/fighter/Dominick-Reyes-145941,7
/fighter/Dominick-Reyes-145941,4
/fighter/Ben-Rothwell-2262,8
/fighter/Ben-Rothwell-2262,7
/fighter/Ben-Rothwell-2262,4
/fighter/Vitaly-Bigdash-112057,3
/fighter/Vitaly-Bigdash-112057,5
/fighter/Shane-Crenshaw-68766,7
/fighter/Shane-Crenshaw-68766,2
/fighter/Shane-Crenshaw-68766,8
/fighter/Tim-Roman-167031,2
/fighter/Tim-Roman-167031,8
/fighter/Rocky-Edwards-90223,3
/fighter/Rocky-Edwards-90223,4
/fighter/Logan-Neal-331149,8
/fighter/Luka-Jelcic-78004,1
/fighter/Luka-Jelcic-78004,8
/fighter/Olivier-AubinMercier-86241,3
/fighter/Olivier-AubinMercier-86241,7
/fighter/Olivier-AubinMercier-86241,2
/fighter/David-Mejia-18262,3
/fighter/David-Mejia-18262,8
/fighter/David-Mejia-18262,5
/fighter/Abner-Perez-154797,7
/fighter/Abner-Perez-154797,3
/fighter/Renato-Sobral-274,3
/fighter/Tony-Zanko-117101,3
/fighter/Zhuojiangcuo-Luo-317461,8
/fighter/Zhuojiangcuo-Luo-317461,5
/fighter/Jeremy-Pacatiw-191623,3
/fighter/Jeremy-Pacatiw-191623,4
/fighter/Quitin-Thomas-269161,6
/fighter/Joe-Pingitore-61336,3
/fighter/Hiroyasu-Sakurai-227501,7
/fighter/Hiroyasu-Sakurai-227501,4
/fighter/Hiroyasu-Sakurai-227501,5
/fighter/Khonry-Gracie-264901,3
/fighter/Khonry-Gracie-264901,7
